full_tweets,Label,location,quote_count,reply_count,retweet_count,favorite_count,language
how sweet of  gandhi  he is even helping the elderly lady wear her mask  leaders r the one who lead by example m,-1,unknown,1,3,27,73,en
looking  help wi covid vaccine effo in illinoisall welcome both medical amp nonmedical please sha widely,-1,"Chicago, IL",0,1,10,10,en
whats your order of sage lies  biggest firsta masks workb pcr   for a virusc m is a safe vaccine,-1,unknown,3,14,14,27,en
australian open fans boo when one of the trophy presenters starts talking about the covid vaccine,-1,unknown,0,0,1,1,en
vaccines garrett county teachers are coming from west virginia  get vaccinated in oakland i dont blame teachers for wanting a vaccine but maybe garrett county should give up some of their vaccines for anne arundel,-1,unknown,0,0,0,0,en
new circulatory cytokines and chemokines profile in human coronaviruses a systematic review and metaanalysis,-1,Red Cross Children's Hospital,0,0,2,1,en
new series of serosurveillance studies to monitor and understand the covid19 response in kenya,-1,"Nairobi, Kenya",0,0,2,2,en
i was on a call with members of the white house covid team  georgia was discussed and was struck by how poor their rollo,-1,unknown,8,3,71,108,en
just as reliable and efficient austrian professor likens sputnikv vaccine to kalashnikov rifle,-1,unknown,0,0,0,0,en
picture made me realise we still have a lot work to do educating and protecting our children from covid19 do you see a,-1,Abuja,0,6,8,9,en
please stop sneering at ethnic minorities who may be disproportionately skeptical about vaccines and talk to them with,-1,unknown,0,1,4,17,en
we now know its critical for people who survived covid to get vaccinated anywayi have said it before and ill say it ag,-1,"Olympia, Wash., USA",1,6,5,38,en
beyond 100m biden team aiming for bigger vaccine numbers,-1,unknown,0,0,0,0,en
cuba has suffered under a us embargo for 60 years  fact that cuba has developed a lung cancer vaccine a treatment for di,-1,Minnesota,0,7,47,304,en
i had to literally start counting to myself when someone was telling me they want to wait until the vaccine has been perfected  person was referring to hank aarons death and the mindset that the vaccine led to his death,-1,Snohomish Wa,0,0,0,0,en
why cases are meaningless covid poses a statistical nonthreat to anyone not in the vaccine priority groups,-1,Airstrip One,0,0,0,0,en
covid19 community  centre now operational at farnborough leisure centre,-1,Based in Surrey and Hampshire,0,0,1,4,en
correctionisrael  vaccine prevents 989 of the covid19 deaths thanks to president,-1,unknown,0,0,0,0,en
evil blair is acting against the people for nefarious reasons,-1,"Cardiff, Wales",1,4,14,57,en
virginia go back to the gillis of wilkesboro and stay there,-1,unknown,0,0,0,0,en
all i can say is that there must be plenty of people out there who like getting beaten over the head morrison is about as popular as a cyst on an elephants bum,-1,unknown,0,0,0,0,en
reflects on s interview with former deputy national security adviser matt pottinger incl,-1,unknown,0,0,2,2,en
each death has left an empty space in communities across america a bar stool where a regular used to sit one side of a b,-1,unknown,0,0,1,1,en
covid19 survivors who get one vaccine shot are having a high immune response studies show and researchers say these people may need only one dose to generate sufficient immunity,-1,unknown,0,0,0,0,en
please  af vo  do you think boris johnson should sack matt hancock matthancock borisjohnson corona,-1,unknown,1,4,34,8,en
i just thought abt this i didnt get the varicella vaccine no baby born in the 70s did,-1,unknown,0,0,0,0,en
council of europe has stated vaccine passports are unethical and must not be implemented see point 732,-1,unknown,0,0,5,7,en
almost 176m protected with first jab our target now is an even more ambitious one mid april to protect all over 50s amp,-1,unknown,0,12,17,106,en
ltthis story if true would indeed be unethical it would mean that that vaccine had nevertheless been tested for safety so his not taking the current vaccine can be nothing more than an empty pointless protest devoid of any sense or meaning on any level at all,-1,London,0,0,0,0,en
fact that i jon  catcher of all original 151 pokmon and owner of a used  camry dont know when or h,-1,unknown,12,3,10,546,en
at least for now people should follow the same rules as everybody else about wearing a mask keeping a 6foot distance and avoiding crowds  even after theyve gotten their second vaccine dose,-1,United States,0,0,0,0,en
im up because im getting my 1st vaccine dose today and am excited amp could not sleep  waytooearly,-1,St. Louis Missouri,0,0,0,0,en
2mp michelle  garner claimed that the cansino deal delayed other vaccine contracts and supply and implied that,-1,"Calgary, Alberta Canada",1,7,66,263,en
join our webinar on covid19 and people with disabilities on friday feb 26 at 7 pm est  with guest speakers dr zubairi d,-1,"Mississauga, Ontario",0,0,1,1,en
due to covid19 ill be blessing the first 450 people to like amp retweet this with 600 extra 200 for whoever share this,-1,"Wilkes-Barre, PA",0,0,7,9,en
oh yea this totally makes me want to take the vaccine now,-1,unknown,0,2,14,86,en
sad but true,-1,unknown,0,0,0,0,en
facebook political ad ban blocks provaccine messages  via,-1,unknown,0,0,2,0,en
perhaps how many fatalities now 343 and counting,-1,UK,3,14,52,143,en
why are so many goin crazy over a vaccine of something with 98 or more survival rate   that alone is justweird as mask,1,Alabama,1,0,2,2,en
listening to  driving into work great discussion on leadership in covid19 something thats needed during these times esp in stressful environments but but  having empathy doesnt mean youve lost your backbone   empathetic leadership helps,-1,"Yes, Right There ",0,0,0,0,en
welsh health minister  has hinted to  that therell be a major update on the covid va,-1,"Cardiff, Wales",1,1,3,15,en
a proud son of  has come a very long way   a great american story,-1,ATHENS,3,7,90,557,en
vaccine passports are here mandatory for eve,-1,unknown,2,1,11,14,en
when it comes to covid19 vaccine delivery time is of the essence our if  director in mena  has been briefing me regularly  teams are reporting an efficient rollout in the centers we have been monitoring,-1,"Geneva, Switzerland",0,0,0,0,en
water water everywhere but not a drop to drink  best describes the biggest vaccine manufacturer country not doing eno,-1,New Delhi,9,32,28,316,en
sponsors of the ads have the option of appealing but say the process may prove too burdensome while they deal with the halting distribution of vaccines and respond to new more contagious strains of the virus,-1,"Denver, CO",0,0,0,0,en
india has pledged its vaccine manufacturing capacity to make vaccines accessible and affordable to all from bangladesh to brazil and from morocco to fizi the pharmacy of the world is supplying millions of vaccine doses to more than 70 countries eam s jaishankar,-1,unknown,0,0,0,0,en
you cant discuss on social media use of hydroxychloroquine for covid  voter fraud in 2020 elections vaccine,-1,unknown,1,3,27,33,en
id love to learn more about why canada has fallen so dramatically far behind on vaccine supply  was big talk about huge order numbers at the beginning what happened,-1,⬅️ coast,0,0,0,0,en
can fuck right off if they want a fight they will get a fight no one and i mean no one will be injecting any rushed through shitty vaccine in to my perfectly healthy kids 12 months ive sat through this this will be the point where i say  come on then fucking try it,-1,unknown,0,0,0,0,en
is literally true in the west bank re vaccinating illegal jewish settlers and not palestinians living under occ,0,"Galway, Ireland",0,0,13,58,en
why isnt there criticism over californias lack of preparation delaying the start of vaccine distribution in california months to prepare and state county city failed but no media outrage why people distrust media,-1,"California, USA",0,0,0,0,en
some of the countries with a higher vaccination rate than canadachilemoroccoyes   has been outd,-1,"Ontario, Canada",0,5,7,12,en
checking out the us news websites right nownyt a  effect of loss us covid deaths approach 500000 unfathoma,-1,"California, USA",2,3,15,63,en
exactly im breastfeeding and waiting to get the vaccine ill be doing a job facing clients soon so i would,1,London,0,0,1,0,en
why is it always a race between countries space race  vaccine race  keep us competitive amp divided just as they do sports,1,unknown,0,0,0,0,en
mt  cancercurenow  covid19,-1,Microtitre Plates,0,0,0,0,en
is literally true in the west bank re vaccinating illegal jewish settlers and not palestinians living under occ,1,"Berkeley, Ca",0,2,33,162,en
great vaccine news,1,"Brooklyn, NY / Yazoo, MS",2,9,46,520,en
dr fauci now says covid19 vaccine will s spread of virus amp protect  who are unvaccinated  position a,1,"Des Moines, IA",10,24,69,140,en
french investigators will question carlos ghosn in lebanon,-1,unknown,0,0,0,0,en
lol i cant believe i thought laycon is a vaccine,0,"Lagos, Nigeria",0,2,1,3,en
vaccine is 95 effective youll all be back in the pub enjoying a pint by april,1,Gravett Island,0,2,6,21,en
its not a vaccine it is participation in a genetic modification experiment where you are a human test subjec,0,South Carolina,1,3,21,53,en
when i see things like this i wonder how beautiful nigeria would have been if we had good leadership likeeee just imagine the wonderful things we could accomplish for our nation,-1,Ukraine,0,0,0,0,en
only want dates so they can crow if their not metmuch the same as they did on the vaccine rollout,-1,Republic of Wales,0,0,1,0,en
ministers to review vaccine passports as part of lockdown roadmap tuesdaymotivations heretohelp,-1,"Stafford, Staffordshire",0,0,0,0,en
f giveaways today on dead posh instagram today  smi  shoplifters of  world unite,-1,unknown,0,0,1,0,en
get we cant go straight back to normal but scaremongering like this is going to get us nowhere,-1,"Luton, England",0,0,0,0,en
australian prime minister scott morrison received his first dose of covid19 vaccine up to 4 million australians are expected,1,unknown,1,4,11,24,en
plus the fact that you can search independently leaves room for a lot of people who arent computer savvy to be left out my parents had no idea they could search anywhere in  for possible vaccine,-1,Chicago,0,0,0,0,en
absolu disgusinfantile big brother sickeninginsulting to everybody bc governments selfcare bingo card goes viral in the wrong way,-1,SASKATCHEWAN,0,0,0,0,en
fauci needs to sit down and shut up  we dont need masks anymore its strictly political,0,"Fort Smith, arkansas",0,0,0,0,en
yo if you are eligible bc of a prexisiting condition and you live in these zips there are mad appointments,-1,Brooklyn,0,3,20,41,en
happy birthday you deserve a good 1i so understand you im a new years baby and my bday is always ignored or something awful is happening  yr i had covid19 for my bday amp nearly died it was my 50th also ignored bc of the outbreak in my nursing home then hospital,-1,"San Diego, CA",0,0,0,0,en
what a sad and tragic milestone for the united states of america god speed president biden in your efforts to wipe out this scourge from the usa but also globally  us has a major role and responsibility to the world to help and lead the global relief effort  covid19,-1,"California, USA",0,0,0,0,en
covid vaccine is a pathogen primer for disease enhancement  depopulation agenda,0,unknown,0,0,0,0,en
which vaccine did you get,1,unknown,0,0,0,0,en
all uk adults to be offered vaccine by 31 july  pm,-1,"London, England",0,0,0,0,en
maybe it is more like the africanamerican community doesnt want to take the vaccine because the government has a long,-1,unknown,0,1,5,10,en
ampnamelyou i understand well the preciousness of inheriting the british  family  understanding,-1,"Tokyo, Japan | London, NY | LeHavre,dieppe,Rouen France",0,0,2,1,en
so they are getting the vaccine now after all this time,1,"Puerto Rico, USA",0,0,0,0,en
i am sure my october nclbliss cruise to alaska is going to be canceled for the 3rd time i am not surprised by this but it is still wicked depressing at least all of my parental units including steps have gotten their first shot of the vaccinefuckcovid,-1,unknown,0,0,0,0,en
and the new idea is that only white people will  be exploited to pay the taxes funding the favoritism of a few black people  just as though no black people will be exploited to pay the discriminatory taxes funding these few  blacks  as well,-1,unknown,0,0,0,0,en
7 can covid19 vaccine alter human genetic information dnano covid19 vaccine does not alter dna it triggers immun,1,Akure,0,0,1,0,en
its been a yeari havent had a coldi havent had a covid testi havent worn a maski havent believed the hype and,-1,"California, USA",1,5,6,41,en
one year since the 1st known coronavirusrelated death was reported in the usthe loss of nearly half a million people higher than any other country more americans have died from covid19 than on the battlefields of wwi plus wwii plus vietnam war combined  about it,-1,*Burgh Verified* Pittsburgh PA,0,0,0,0,en
argentinas president decries unforgivable vaccine scandal,-1,🇺🇸 🇪🇺 | Fighting for Truth,0,0,3,0,en
when boris johnson addresses the nation tomorrow in my opinion he should start his coronavirus lockdown briefing with t,-1,"Austrey, England",0,0,1,1,en
i dont understand how teachers arent classed as eligible frontline workers to get the vaccine sooner considering in two,-1,London,2,2,13,64,en
cold weather worsens covid19 its winter76 below 0 pfizer vaccine holding good 5 days after,-1,"Atlanta, GA 30314",0,0,1,0,en
a must watch clip from flccc on a real world case study of ivermectin for covid19  please    check out this video and ask your covid teams to please look into implementing ivermectin until vaccines become widely avail coronavirus sa,-1,PNW,0,0,0,0,en
vaccine passports are a betrayal of british values excellent article by  of  what kin,0,unknown,2,3,44,129,en
start taking notice world  why are vax deaths okcrimesagainsthumanity,-1,unknown,0,2,16,25,en
imperial to pioneer new vaccine clinical trials,1,unknown,0,0,0,0,en
yep murdoch and morrison putting themselves at the front of the vaccine queues has done zero to influence the antivaxxers auspol vaccine insiders abc730,0,unknown,0,0,0,0,en
broadcaster jo whiley says her younger sister has finally been offered a coronavirus vaccine but it could be too late a,-1,"England, United Kingdom",0,3,8,17,en
imaging this in serbia one bombed by you with american bombs has already vaccinated all most vulnerable and now they are at age 70 for general population  even have a choice chines  or eu vaccine  are fourth by  done in the world molkuny sold us out,1,unknown,0,0,0,0,en
say no to vaccine passports,0,London,0,0,2,1,en
southafrican variant of covid19 has just been identified for the first time in a new york resident  announced earlier today,-1,unknown,0,0,0,0,en
yep if i remember rightly was a flu vaccine and students ended up in intensive care and i think 2 died sure someone will remind me of the case back in the 90s i think,0,"England, United Kingdom",0,0,0,0,en
activists rally against anticovid measures and vaccine passports in paris,0,Milton Keynes,0,0,0,0,en
since when is gaza part of israel he said israel has vaccinated half of its population i bet its the jewish half  premise of the joke is israel is racist not palestinian territories are under israeli occupation so yes this joke is antisemitic,0,"Leipzig, Germany",0,0,0,0,en
beyond 100m biden team aiming for bigger vaccine numbers,1,RTs and Likes ≠ Endorsement,0,0,3,0,en
7 can covid19 vaccine alter human genetic information dnano covid19 vaccine does not alter dna it triggers immun,0,In Your FeEliNgS🥴,0,0,5,4,en
is literally true in the west bank re vaccinating illegal jewish settlers and not palestinians living under occ,-1,"Harrisburg, Pennsylvania, USA",0,2,24,107,en
we have every reason to believe a man is no more than a cartoon when that is exactly how he is presented to us https,-1,6 Feet Apart,0,0,4,19,en
melbourne   is at an aged care home near geelong with a behind the scenes look at the vaccine ro,-1,"London, England",0,0,1,2,en
does this ring a bellevery word applies to the use of the public health act 1984 today under which anything from v,-1,unknown,2,1,41,182,en
disgusting forced murder human immune system no  or,-1,AZ close to border,0,2,24,24,en
speaking out against medicalapartheid is not antisemitic  world knows this is the current situation in gaza and the westbank isreal has vaccinated all its west bank illegalsettlers but not their palestinian population,-1,unknown,0,0,0,0,en
mutualaid covid19  parenting my cousin needs support pls dont overlook,-1,Any pronouns,1,0,16,1,en
and then on the vaccine bit in particular,-1,💙Planet Earth 🌎,0,1,18,52,en
largescale production of soberana02 began at  a scientific institution of  with 30 years experience,-1,"La Habana, Cuba",0,0,8,8,en
theyre not excluded  but israel has made it harder for palestinian israelis to get the vaccine by failing to get arablanguage notices out to them for instance so even here che is correct,1,unknown,0,0,0,0,en
gop helped covid to become a pandemicsupported groups attacking our citizens amp countryvoted against law amp orderc,-1,"Central Florida, USA",1,0,6,6,en
halo you can read it here 18must read thread on vaccine passports with sources vaccine passports are,0,unknown,1,0,16,19,en
marcus magaa 35 beloved single dad of two children ages 10 and 12 son family member dallas   died of covid1,-1,കേരളം,0,0,1,0,en
nowhere near it once they have vaxxed the vulnerable and the sheep they are going to run into probl,1,"Scotland, United Kingdom",0,4,4,74,en
youll have a sore arm and thats about it pfizer or moderns,1,unknown,0,0,0,0,en
is true the virus will still enter you after the vaccine but either you will fight it off straight away and not get ill or be far less ill as your body can fight it immediately rather than taking days to make it own antibodies its how all vaccines worki know spelling bad,-1,unknown,0,0,0,0,en
during the coronavirus quarantine number 77   up bonsai and grow your own furniture gigadgets h,-1,unknown,0,0,1,0,en
caught up with the latest student update session hosted by  love the sponge and balloon analogies used when explaining c19 pathophysiology really helpful  and great to hear how different ahps have adapted and been utilised throughout the pandemic covid19,-1,unknown,0,0,0,0,en
positive the vaccine is getting rolled out everywhere and things are improving thats how i keep myself going,-1,Manchester,0,0,0,0,en
i hope as things start to progress with the vaccine they can start easing your lockdown and keep everyone safe,-1,United Kingdom,0,0,0,0,en
uae has donated 20000 coronavirus vaccine doses to gaza,1,unknown,1,0,3,3,en
hey  i used to trust you but you too published unverified news about  certification of  coronil s,-1,unknown,4,28,114,450,en
20 gol  lorient 0  1 lille covid19,-1,Cuba,0,0,0,0,en
or knowledge brokers or both  great concluding reflections from dr josep figueras  important fo,-1,"Brussels, London, Berlin",0,0,1,0,en
company says the vaccine can be marketed to children soon and yet no details of this trial are available no application form on clinical trial registry too,1,Singapore,0,0,0,0,en
i think its fine that people are getting fired for not taking the vaccine by making that choice you could literally be responsible for peoples deaths,2,noreg,0,0,0,0,en
jo whiley my sister has finally been offered a vaccine but its too late  shes in hospital fighting for her life,-1,"Atlanta,GA",0,0,0,0,en
lol at the pro israel people losing their minds over this totally apt joke,-1,Canada,0,0,2,2,en
im just spitballing but shouldnt we elect presidents for their competence experience in governance and commitment to democracy and the public good rather than religiofascist cult of personality celebritiescovid19,-1,Sierra Nevada's,0,0,0,0,en
australian prime minister scott morrison received his first dose of covid19 vaccine up to 4 million australians are expected,1,unknown,5,8,25,71,en
we are about to hit another grim milestone  please everyone  stay safe until the vaccine comes for all  coronaviru,-1,"Danville, CA",1,5,19,49,en
but this vaccine is not approved they are partaking in a trial nje,0,S 26� 10' 0'' / E 27� 42' 0'',0,4,8,10,en
new normal of multiple covid19 variants in our midst has sent moderna and other vaccine companies working to find,1,"Hollywood, CA",0,0,4,10,en
what about people who have taken first dose of vaccine is it compulsory for them too,1,Thane..Poor cousin of Mumbai,0,0,0,0,en
could journalists stop reporting that astra zeneca vaccine has 60 efficacy versus others at c95 all vaccines az in,0,Ireland,2,9,105,465,en
grateful to have received my first dose of pfizer today,1,Glasgow,0,0,0,0,en
jeffrey del  33yo cna  california died of covid19 924 with a shy smile i he and his twin brother were,-1,"KY, AK, FR",0,6,41,135,en
how long can you go with a single shot what happens if your second shot isnt available on time heres what we know so far abo,1,unknown,7,9,73,122,en
malaysia has deported 1086 myanmar nationals a number of them believed to be asylumseekers  initial number was 1200,-1,Malaysia,0,1,2,3,en
its not a fire its not a flood its not a war or an enemy to fight its not a battle or an intentional act perpe,-1,Ireland,1,26,16,206,en
idiotic,-1,"Hamilton, Ontario",0,1,3,6,en
q what does covid19 vaccine doa covid19 vaccine prevents moderate to severe forms of covid19 when one is infected,1,Salamandastron,1,11,49,36,en
are a growing number of professionals saying what i have in our very limited back and fourth   you may want to tell them of their tin hat issue  heres one    to open your eyes maybe,-1,Toronto,0,0,0,0,en
pfizer coronavirus vaccine protects against uk south africa variants study shows,1,unknown,7,5,25,100,en
workers in  raced sunday to fix water mains that failed in freezing temperatures and covid19 vaccine shipments resumed as the south carried on with efforts to recover from the winter weather that paralyzed parts of the nation,-1,United States,0,0,0,0,en
here are 929 more others if anything require major scrutiny and investigation,-1,unknown,0,0,3,2,en
just remember that a mask has nothing to do with protecting us from coronavirus and everything to do with making us into,-1,unknown,2,20,139,305,en
is an absolute buttload going on today and all of it is terrible  youll find it here australia news live labor,-1,unknown,0,3,19,47,en
so before covid we had 6070k deaths a year due to flu which had a vaccine did this include people that had tested positive for flu 28 days before they died as is done for covidi think the real positive now is that as we have a vaccine life should improve,-1,unknown,0,0,0,0,en
new mammogram guidelines for women recently vaccinated for covid19 in the past four weeks doctors have seen swollen lymph n,-1,"3rd Planet , Ursa",8,17,86,119,en
will make out this vaccine has cured covid  then have to explain away all the deaths next winter due to resp,-1,unknown,2,3,12,30,en
500000 dead covid19,-1,Biden Harris,0,0,0,0,en
b america surpasses 500000 deaths from covid19for perspectiveonly 38 us cities have more than 500000 people,-1,New Tristram,1,1,4,17,en
not sure it is consistent for members of government to plead with the public to avoid unnecessary journeys while thems,-1,Dublin,0,3,1,4,en
we were pleased to welcome governor andy beshear and state  patti minter to our vaccine clinic today go,-1,unknown,0,1,7,44,en
irish psycheah look mary lou returned her pay rise isnt she great well have to vote for her next time  even thou,-1,tipperary,0,1,1,2,en
vaccine done now lets see if i turn into a super saiyan or sonic the hedgehog,-1,"Salford, England",0,0,0,0,en
we love copper cobalt tungsten amp tantalum   prices of these metals have a long way to move higher look at,-1,"City of London, England",0,0,1,1,en
checking out the us news websites right nownyt a  effect of loss us covid deaths approach 500000 unfathoma,-1,"Michigan, USA",0,0,6,12,en
why do we have covid19 variants and what impact do they have on covid19vaccines  and s marya,-1,Cape Town,0,0,5,7,en
vaccine passport will mean a society based on apartheid discrimination amp segregation with hancock blair and fri,2,unknown,3,7,48,140,en
quoted on impact of sensory overload on function during covid19 feeling overstimulated youre no,-1,"Springfield, MA ",0,0,1,1,en
way he just misspelled pfizer he might as well just throw in the tile,-1,titty Crevice,1,3,16,46,en
yesterday i received my 2nd dose of the moderna covid19 vaccine  about 4 hours later my arm began to feel sore  an hour after that i had a little bit of a headache  i took 2  which helped relieve the pain  12,1,"Tigard, OR",0,0,0,0,en
guys dont forget to update amp login your  app the online registration for covid19 vaccine is now opened,-1,"Kuala Lumpur City, Kuala Lumpu",1,1,129,99,en
liberals too busy with their own agendas to be effective at combatting covid19 pathetic leadership from a,-1,കേരളം,0,0,1,0,en
whats that,-1,unknown,1,0,5,31,en
my project needs a push to get to the halfway point i need desks for my autistic support class so we can stay socially,-1,Michigan,0,0,2,0,en
world bank requested equitable distribution of vaccines in lebanon obviously these requests have fallen on deaf ear,1,"La Celle-Saint-Cloud, Ile-de-France",0,0,2,7,en
no no no  put these sage psychos back in their box there is no excuse to continue this cruel self harm on our country,-1,London,1,4,12,22,en
you thinkhas anyone ever seen a more metro sexual feminine weaner of man than mark z biden administrat,-1,HillBilly Heaven,0,3,51,33,en
we are approaching 30 million cases and 500000 deaths from covid19 but we have also administered gt 61 million vaccine,1,Texas State University - @TXST_CLS,1,0,15,33,en
israel reopens economy after covid vaccine success  news  dw,-1,unknown,0,0,0,0,en
what have these nearly 500k people endured as the infection took over and their bodies failed i wouldnt wish it on my,-1,Tom Pettyville (Peru 2007-14),10,4,57,86,en
disgusting forced murder human immune system no  or,-1,Trump Country PA,0,2,27,26,en
i live in oregon and its a pretty small town but ive also seen people elsewhere getting the vaccine in similar circumstancess claims of itll just get thrown out and im just not convinced we cant get them to essential workers instead of lucky opportunists,-1,unknown,0,0,0,0,en
china has not shared sufficient data for who coronavirus origin report national security advisor  fox news,-1,"Queens, NY - Worldwide",0,0,0,0,en
in the spring of last year a 45yearold man w severe autoimmune disease went to a hospital in boston due to a coronavirus in,-1,unknown,5,1,15,24,en
children in nigeria will not be given covid19 vaccine  fg explains why,-1,unknown,0,0,0,0,en
chinas regime liedabout the contagiousness of covid19 among other thingsand americans died why is biden now talki,-1,United States,7,27,155,309,en
canada announces schedule for vaccine arrivals showing we will receive enough to vaccinate everyone  next day erin o,1,"Ontario, Canada",10,25,94,291,en
uk to cautiously ease lockdown as vaccine drive accelerates socialmedia digital digitalhealth health via,1,Bangalore,0,0,0,0,en
you are missing the point totally so you think having a vaccine and having to show that you have had it is normal,0,unknown,0,0,0,0,en
largescale production of soberana02 began at  a scientific institution of  with 30 years experience in vaccine production a new step towards the longdesired immunization of cubans lets not lower our guard despite the good news livingcuba somoscuba,-1,Cuba,0,0,0,0,en
does seem to be a bad gap in the otherwise excellent uk vaccine messaging,-1,unknown,0,0,0,0,en
is really excellent newsand boy do we need some excellent news,-1,North West,3,22,59,533,en
pottinger tells  evidence exists that the chinese military was doing coronavirus experiments on animals for year,-1,"Houston, Tx",1,2,4,8,en
with the vaccine rollout going the way it is david i am both assuming and hoping that reopening the uk economy will not increase deaths and hospital admissions i think things are much better over there right now than here in ireland we dont even have a proper roadmap,2,Dublin,0,0,0,0,en
because the vaccine does nothing but alter  it states right on the suppliers sites that all it does it lesson the symptoms which from what ive seen they get horrible symptoms for at least a day to a week so thats a lie too,-1,unknown,0,0,0,0,en
of how you feel about the vaccine the propensity of institutions to automatically resort to shucking and jiving in order to reach a black audience is so condescending,-1,"St. Louis, MO",0,0,0,0,en
vaccine passports are being advocated for a no jab no job system in the uk should we worry just a bit says  liddle h,-1,"London, via Nairn",0,0,3,2,en
we were told that it would be three weeks to flatten the curve we were told that we would open up by christmas,-1,"North West, England",1,34,69,248,en
i had the flu and pneumonia vaccine as well neither made me as unwell as this one  up if youve had covid which l believe l had in early february last year before tests the side effects are worse  will also be bad again after the second one,0,unknown,0,0,0,0,en
i had two pfizer shots no problem i had a sore shoulder for a few days but that may have been the person doing the inoculation,1,"Lewisville, NC",0,0,0,0,en
nearly 500000 americans have died from the coronavirus  amount of deaths in the country is equivalent to the entire populatio,-1,"Boston, MA",2,5,21,39,en
note these people are not antivaxx  they are antitotalitarianism essentiallybig difference,-1,unknown,1,10,53,156,en
feds did not drop the ball on vaccines lower delivery was due to manufacturersshitty vaccine rollout is on the provinces and the worst are con governments imagine cpc being in govt during this shit show anyonefull fucking stop,1,Everywhere.,0,0,0,0,en
if he does not take the vaccine will he not be allowed to go to the vatican  man is bizarre bizarre has gone mainstream it has always been with us,0,In the south,0,0,0,0,en
acabou a pandemia,-1,unknown,0,0,0,0,en
wtf is that,-1,"East Yay Area, CA",0,0,2,0,en
interpol news north korea tried to hack pfizer,-1,unknown,0,0,0,0,en
in his stimulus push president biden calls on  to heed their constituents  analysis,-1,"Rochester,  N.Y ",2,13,21,75,en
maybe i heard wrong on  but are there plans afoot only to vaccinate the over 50s does that not stink life expectancy  i mean its lowered aleady under tories  they could easily fudge it so no one relates early deaths in future to the vaccine,0,Fucked UK,0,0,0,0,en
i just posted uk citizens may have to present a vaccine passport before entering pubs and restaurants on,-1,unknown,0,0,0,0,en
threadhelp me out he1 im really struggling with the pandemicvaccine data im not an antivaxxer when it,-1,unknown,1,2,1,6,en
obviously corruption amp cronyism less prevalent in japan    johnsonhasfailed,-1,London,0,0,0,0,en
true osh1 vaccine when,-1," exo & the pinks 🌻 s/her, 18",0,0,0,0,en
is there such a thing as a covid vaccine rally look no further than the uk,0,unknown,0,0,1,0,en
auspol covid19aus it may be women and children first but heres one fat captain who has no intention of going down with the ship with scomofo its always me fi,-1,potts point,0,0,0,0,en
100s of unmasked protesters surrounding police strong illustration of why frontline officers in canada need to be in the vaccine queue after atrisk seniors and patientfacing health care workers,-1,Ottawa,0,0,0,0,en
i still dont understand this study so 76 efficacy for oxford vaccine 21 days after one dose but this drops to 55,1,"London, England  ",0,11,6,16,en
more than six months after the explosion which killed more than 200 people injured more than 7500 othersthe official investigation is struggling to break through lebanons culture of corruption and political influence to hold anyone of consequence accountable,-1,"Los Angeles, CA",0,0,0,0,en
universal prop upiv invests in new covid19,1,unknown,0,0,1,1,en
,,unknown,0,0,0,0,en
come on  he really must go now corrupt illegal actions by hancock it keeps coming 30m contract for his,-1,UK,4,1,24,32,en
what is killing us is the lack of action and negligence by the government to get the vaccine so we can achieve herd immunity  curfew and lockdown thing is stressing,-1,Multinational beats,0,0,0,0,en
why do we need to go register at some website for the vaccinewasnt adhaar meant for exactly these kind of scenarios  have exact details of all 12 billion people right just use the effin data,0,Dagobah,0,0,0,0,en
dont mention covid19 or your review will be automatically rejected might be a problem next time they ask me to review an epidemiology  phylodynamic project,0,"Adelaide, Australia",0,0,0,0,en
so frustrating same situation here in nj i am hoping that my 2nd vax tomorrow goes through  between weather and lack of availability im hoping i dont go there and find there are no vax appts not in any condition wbroken ankle to make that trek twice hope you secure an appt,-1,"Morristown, NJ",0,0,0,0,en
jeffrey del  33yo cna  california died of covid19 924 with a shy smile i he and his twin brother were,-1,San Francisco,0,6,39,128,en
i think we can all see where the power lies in this image and its certainly not the lecturn in the middle covid19,-1,Stalag Oxford,0,0,1,0,en
largescale production of soberana02 began at  a scientific institution of  with 30 years experience,-1,"Artemisa, Cuba",1,3,31,50,en
biden called cuomos coronavirus handling the gold standard amp gave him a primetime slot at the dnc to contrast him wit,-1,"Bronx, NY",7,14,186,574,en
i didnt mean to imply low income communities are dishonest btw just that theres high demand people jumping the line  simultaneously people in urban areas cant find a vaccine appointment,-1,"Southampton, MA",0,0,0,0,en
aafter pfizer novartis  sanofi and merck amp co gsk is the tenth largest pharmaceutical company and 296 on the 2019 fortune 500 ranked behind other pharmaceutical companies including china  johnson amp johnson  sinopharm pfizer novartis bayer merck,-1,Australia,0,0,0,0,en
boris johnson to end covid lockdown plot by summer will china win hearts and minds around the world also in the uk by,-1,Noruega,0,0,1,3,en
cant overstate how good this news is,-1,"Olympia, WA",0,1,1,5,en
when will kids get the covid19 vaccine heres who else may have to wait,2,unknown,0,0,0,0,en
we also were very dependent on the astrazenica vaccine  one is a total mess in clinical trialsgood news is novavax vaccine now being tested for approval,2,"Bend, OR",0,0,0,0,en
a friday news dump here in la revealed a covid19 vaccination effort marred by deep geographic and racial dividesour,1,"Los Angeles, CA",1,0,16,17,en
snl isnt what it was in the 70s such a shitshow full of nonfunny worthless actors,-1,unknown,0,0,0,0,en
